objectid,cl,nome_completo,area_plane,cod_rp,rp,codra,regiao_adm,cb_imovel,nome,tributacao,tipologia,tot_imoveis,areaconst_res,exercicio
50271,014142,Rua Bernardo de Figueiredo,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,16,968,2025
50272,015362,Praça Cai,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,24,1361,2025
50273,017905,Rua Conde de Agrolongo,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,270,19003,2025
50274,018374,Rua do Couto,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,1036,53171,2025
50275,018648,Rua José Maurício,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,32,1659,2025
50276,019158,Rua Delfina Enes,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,28,1725,2025
50277,020545,Rua Doutor Weinschenk,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,125,7890,2025
50278,024984,Rua Honduras,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,4,381,2025
50279,025312,Rua Ibiapina,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,5,313,2025
50280,025734,Rua Indígena,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,39,2677,2025
50281,026070,Rua Tenente Araken Batista,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,60,3640,2025
50282,031633,Rua Montevideu,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,457,25722,2025
50283,025767,Rua Ingaí,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,9,701,2025
50284,025866,Rua Ipojuca,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,41,2293,2025
50285,025924,Rua Irani,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,30,1753,2025
50286,026724,Rua Jaci,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,68,3513,2025
50287,027011,Rua Jequirica,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,100,6839,2025
50288,027508,Rua Jose Maria,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,122,9517,2025
50289,060921,Ladeira Felipe Neri,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,2,611,2025
50290,070987,Rua do Escorrega,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,6,502,2025
50291,074393,Ladeira João Homem,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,38,1763,2025
50292,077578,Ladeira Morro do Valongo,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,6,428,2025
50293,063867,Rua Sacadura Cabral,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,4,1399,2025
50294,068999,Travessa Coronel Julião,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,2,449,2025
50295,070904,Beco Escadinhas da Conceição,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,12,942,2025
50296,076950,Rua Mato Grosso,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,27,3527,2025
50297,076968,Travessa Mato Grosso,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,16,1608,2025
50298,081638,Travessa do Sereno,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,21,2181,2025
50299,074740,Rua do Jogo da Bola,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CONSTR SEC                              ,2,520,2025
50300,060400,Rua Camerino,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,1,369,2025
50301,079020,Ladeira Pedro Antônio,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,7,390,2025
50302,081117,Adro de São Francisco,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,2,99,2025
50303,068288,Passarela da Chacrinha,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,2,84,2025
50304,074401,Beco João Inácio,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,17,2321,2025
50305,074740,Rua do Jogo da Bola,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,94,11745,2025
50306,077578,Ladeira Morro do Valongo,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,49,4091,2025
50307,074740,Rua do Jogo da Bola,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,ESPECIAL                                ,1,89,2025
50308,060731,Rua Alexandre Mackenzie,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,8,698,2025
50309,061960,Rua Costa Ferreira,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,1,60,2025
50310,063511,Rua Pedro Ernesto,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,49,2899,2025
50311,063867,Rua Sacadura Cabral,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,133,7459,2025
50312,074740,Rua do Jogo da Bola,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,26,2167,2025
50313,075929,Rua Major Daemon,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,11,780,2025
50314,081133,Rua São Francisco da Prainha,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,3,1302,2025
50315,060400,Rua Camerino,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,7,2235,2025
50316,060921,Ladeira Felipe Neri,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,11,1012,2025
50317,063768,Rua Argemiro Bulcão,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,9,993,2025
50318,070565,Rua Eduardo Jansen,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,18,1356,2025
50319,070987,Rua do Escorrega,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,18,1483,2025
50320,074393,Ladeira João Homem,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,91,12914,2025
50321,081117,Adro de São Francisco,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,15,868,2025
50322,068999,Travessa Coronel Julião,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,1,74,2025
50323,076950,Rua Mato Grosso,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,2,323,2025
50324,081638,Travessa do Sereno,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,APARTAMENTO                             ,2,589,2025
50325,074419,Beco João Jose,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,10,1138,2025
50326,075929,Rua Major Daemon,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,13,1721,2025
50327,079020,Ladeira Pedro Antônio,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,33,2744,2025
50328,081133,Rua São Francisco da Prainha,1,1.1,Centro,1,PORTUARIA               ,001,Saúde                     ,R,CASA                                    ,5,1117,2025
50329,060327,Rua Bento Ribeiro,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,4,329,2025
50330,063362,Rua Conselheiro Zacarias,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,188,11705,2025
50331,063669,Rua do Livramento,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,95,8273,2025
50332,063784,Rua do Propósito,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,63,3746,2025
50333,061044,Rua da Gambôa,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,15,2218,2025
50334,063040,Rua Visconde da Gávea,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,6,331,2025
50335,063206,Rua Barão da Gambôa,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,37,2408,2025
50336,063586,Rua João Alvares,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,13,699,2025
50337,063909,Rua Silvino Montenegro,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,18,1109,2025
50338,065250,Rua Ana Mascarenhas,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,2,170,2025
50339,069070,Rua Costa Barros,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,8,510,2025
50340,069989,Rua Dona Lúcia,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,6,413,2025
50341,071241,Ladeira do Faria,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,100,5526,2025
50342,075432,Ladeira do Livramento,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,19,1816,2025
50343,075960,Rua Major Saião,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,5,383,2025
50344,077313,Rua Miguel Saião,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,1,678,2025
50345,063636,Rua Leôncio de Albuquerque,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,19,1315,2025
50346,063818,Rua Rivadávia Corrêa,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,4,300,2025
50347,066639,Ladeira Barroso,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,107,6304,2025
50348,069245,Rua Cunha Barbosa,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,8,808,2025
50349,077438,Rua do Monte,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,APARTAMENTO                             ,43,3292,2025
50350,061044,Rua da Gambôa,1,1.1,Centro,1,PORTUARIA               ,002,Gamboa                    ,R,CASA                                    ,26,2905,2025
